"data__message","data__link","data__permalink_url","data__created_time","data__type","data__name","data__id","data__shares__count","data__reactions__summary__total_count","data__reactions__summary__viewer_reaction","data__likes__summary__total_count","data__likes__summary__can_like","data__likes__summary__has_liked","data__comments__summary__order","data__comments__summary__total_count","data__comments__summary__can_comment","paging__previous","paging__next"
"Lord of the rings.  The pride of a nation.  #SpeedTakes Arthur Zanetti Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1188560654500185/","https://www.facebook.com/adidas/videos/1188560654500185/","2016-08-15T17:38:37+0000","video","Arthur Zanetti: Speed Takes Focus - adidas","182162001806727_1188560654500185","13","351","NONE","341","False","False","ranked","5","False","",""
"World Record ✔  When dreams become a reality. #SpeedTakes Wayde van Niekerk Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1188085421214375/","https://www.facebook.com/adidas/videos/1188085421214375/","2016-08-15T01:18:31+0000","video","Wayde van Niekerk: Speed Takes A Record","182162001806727_1188085421214375","35","766","NONE","734","False","False","ranked","10","False","",""
"Poetry in motion.  Bia e Branca are ready to turn the world on its head.  #SpeedTakes perfection. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1187697387919845/","https://www.facebook.com/adidas/videos/1187697387919845/","2016-08-14T13:00:19+0000","video","Bia and Branca Feres: Speed Takes Perfection - adidas","182162001806727_1187697387919845","10","497","NONE","475","False","False","ranked","4","False","",""
"She’s not just here to compete.  Shaunae Miller wants to win everything.  #SpeedTakes confidence. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1186996864656564/","https://www.facebook.com/adidas/videos/1186996864656564/","2016-08-13T13:13:10+0000","video","Shaunae Miller: Speed Takes Confidence - adidas","182162001806727_1186996864656564","8","398","NONE","376","False","False","ranked","11","False","",""
"Four years in the making.  Yohan Blake is back on track.  #SpeedTakes transformation. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1186948994661351/","https://www.facebook.com/adidas/videos/1186948994661351/","2016-08-13T11:40:50+0000","video","Yohan Blake: Speed Takes Transformation - adidas","182162001806727_1186948994661351","8","370","NONE","361","False","False","ranked","2","False","",""
"A lifetime ambition.  Wayde van Niekerk is ready to go the distance.  #SpeedTakes dreams. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1186630898026494/","https://www.facebook.com/adidas/videos/1186630898026494/","2016-08-13T00:05:21+0000","video","Wayde van Niekerk: Speed Takes Dreams - adidas","182162001806727_1186630898026494","18","360","NONE","348","False","False","ranked","7","False","",""
"The fans want a star.  Rosangela Santos is ready to deliver.  #SpeedTakes pressure. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1186319371390980/","https://www.facebook.com/adidas/videos/1186319371390980/","2016-08-12T14:31:20+0000","video","Rosangela Santos: Speed Takes Pressure - adidas","182162001806727_1186319371390980","10","350","NONE","334","False","False","ranked","4","False","",""
"A leap of faith.  #SpeedTakes belief. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1186314591391458/","https://www.facebook.com/adidas/videos/1186314591391458/","2016-08-12T14:21:46+0000","video","Speed Takes Belief - adidas","182162001806727_1186314591391458","11","355","NONE","343","False","False","ranked","3","False","",""
"History isn’t enough.  David Rudisha is chasing legendary status.  #SpeedTakes dedication. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1186171574739093/","https://www.facebook.com/adidas/videos/1186171574739093/","2016-08-12T12:10:21+0000","video","David Rudisha: Speed Takes Dedication - adidas","182162001806727_1186171574739093","14","310","NONE","296","False","False","ranked","5","False","",""
"For Queen, country and family.  Jessica Ennis-Hill is on her marks and ready to go.  #SpeedTakes goals. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1186125328077051/","https://www.facebook.com/adidas/videos/1186125328077051/","2016-08-12T11:35:20+0000","video","Jessica Ennis-Hill: Speed Takes Goals - adidas","182162001806727_1186125328077051","8","280","NONE","268","False","False","ranked","3","False","",""
"#SpeedTakes a bow.  Mayra Aguiar is her country's hero. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1185591784797072/","https://www.facebook.com/adidas/videos/1185591784797072/","2016-08-11T20:01:10+0000","video","Mayra Aguiar: Speed Takes A Bow","182162001806727_1185591784797072","5","312","NONE","295","False","False","ranked","2","False","",""
"First hole in one in a new history of golf.   For Justin Rose, #SpeedTakes one shot. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1185456634810587/","https://www.facebook.com/adidas/videos/1185456634810587/","2016-08-11T18:47:55+0000","video","Justin Rose: Speed Takes One Shot","182162001806727_1185456634810587","4","283","NONE","273","False","False","ranked","5","False","",""
"Two wheels. One goal.  Laura Trott is hungry for more. #SpeedTakes pain. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1185534884802762/","https://www.facebook.com/adidas/videos/1185534884802762/","2016-08-11T18:00:25+0000","video","Laura Trott: Speed Takes Pain - adidas","182162001806727_1185534884802762","7","286","NONE","275","False","False","ranked","4","False","",""
"Fighting for her flag. 🇧🇷 Mayra Aguiar is combat ready. #SpeedTakes willpower. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1185377208151863/","https://www.facebook.com/adidas/videos/1185377208151863/","2016-08-11T13:30:21+0000","video","Mayra Aguiar: Speed Takes Willpower - adidas","182162001806727_1185377208151863","3","295","NONE","284","False","False","ranked","6","False","",""
"Playing for a place in history.  #SpeedTakes training. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1183978801625037/","https://www.facebook.com/adidas/videos/1183978801625037/","2016-08-09T15:30:17+0000","video","Speed Takes Training - adidas","182162001806727_1183978801625037","11","417","NONE","400","False","False","ranked","11","False","",""
"Creators United.  Paul Labile Pogba x Stormzy: The new young kings of Manchester United.","https://www.facebook.com/adidas/videos/1183399215016329/","https://www.facebook.com/adidas/videos/1183399215016329/","2016-08-08T23:38:51+0000","video","Pogba x Stormzy: Creators United - adidas","182162001806727_1183399215016329","791","3924","NONE","3692","False","False","ranked","647","False","",""
"Out to rule the world for her country.  #SpeedTakes a team. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1182519198437664/","https://www.facebook.com/adidas/videos/1182519198437664/","2016-08-07T15:30:20+0000","video","Speed Takes A Team - adidas","182162001806727_1182519198437664","7","429","NONE","414","False","False","ranked","11","False","",""
"No traffic in her way.  #SpeedTakes determination. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1182510221771895/","https://www.facebook.com/adidas/videos/1182510221771895/","2016-08-07T15:15:25+0000","video","Speed Takes Determination - adidas","182162001806727_1182510221771895","6","335","NONE","324","False","False","ranked","5","False","",""
"From World Champion to world domination.  She’s built for the big time. #SpeedTakes creativity. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1181930851829832/","https://www.facebook.com/adidas/videos/1181930851829832/","2016-08-06T18:30:19+0000","video","Speed Takes Creativity - adidas","182162001806727_1181930851829832","7","366","NONE","348","False","False","ranked","5","False","",""
"Powered by her past on the road to glory.  #SpeedTakes progress. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1181887745167476/","https://www.facebook.com/adidas/videos/1181887745167476/","2016-08-06T17:00:30+0000","video","Speed Takes Progress - adidas","182162001806727_1181887745167476","8","357","NONE","338","False","False","ranked","3","False","",""
"Powered up.  Eyes on her third title. #SpeedTakes guts. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1181874458502138/","https://www.facebook.com/adidas/videos/1181874458502138/","2016-08-06T16:30:17+0000","video","Speed Takes Guts - adidas","182162001806727_1181874458502138","7","346","NONE","326","False","False","ranked","1","False","",""
"Fresh from her Grand Slam and ready for what’s next.  #SpeedTakes instinct. Find out more: www.adidas.com/speedtakes","https://www.facebook.com/adidas/videos/1181812445175006/","https://www.facebook.com/adidas/videos/1181812445175006/","2016-08-06T15:15:20+0000","video","Speed Takes Instinct - adidas","182162001806727_1181812445175006","12","351","NONE","331","False","False","ranked","4","False","",""
