"data__message","data__link","data__permalink_url","data__created_time","data__type","data__name","data__id","data__shares__count","data__reactions__summary__total_count","data__reactions__summary__viewer_reaction","data__likes__summary__total_count","data__likes__summary__can_like","data__likes__summary__has_liked","data__comments__summary__order","data__comments__summary__total_count","data__comments__summary__can_comment","paging__previous","paging__next"
"Futurecraft 3D. Ultra Boost. YEEZY BOOST. X and Ace.  Innovation creates new icons. The game is forever changed.","https://www.facebook.com/adidas/photos/a.1043082325714686.1073741857.182162001806727/1043082345714684/?type=3","","2015-12-25T15:00:39+0000","photo","adidas 2015","182162001806727_1043082345714684","93","375","NONE","372","False","False","ranked","19","False","",""
"4 Olympic Games, 6 FIFA Women's World Cup appearances and 1 World Cup title later, Sawa leaves the game a legend.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1038320149524237/?type=3","https://www.facebook.com/adidas/posts/1038320149524237:0","2015-12-16T14:20:05+0000","photo","Timeline Photos","182162001806727_1038320149524237","18","851","NONE","850","False","False","ranked","62","False","",""
"The speed you want, created as fast as you want it.  The SPEEDFACTORY has been activated. Learn more: http://a.did.as/6185BT9ib","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1034927026530216/?type=3","https://www.facebook.com/adidas/posts/1034927026530216:0","2015-12-09T10:00:10+0000","photo","Timeline Photos","182162001806727_1034927026530216","19","590","NONE","589","False","False","ranked","59","False","",""
"The tides are turning.  Futurecraft meets Parley for the Oceans to transform deep-sea plastic waste into a 3D-printed midsole.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1034488169907435/?type=3","https://www.facebook.com/adidas/posts/1034488169907435:0","2015-12-08T10:30:12+0000","photo","Timeline Photos","182162001806727_1034488169907435","104","1842","NONE","1835","False","False","ranked","74","False","",""
"Creators never follow.  Be who you are and create your own game.","https://www.facebook.com/adidas/videos/1031575963531989/","https://www.facebook.com/adidas/videos/1031575963531989/","2015-12-02T14:01:14+0000","video","adidas: Creators Never Follow - Harden","182162001806727_1031575963531989","11464","47371","NONE","47354","False","False","ranked","1158","False","",""
"Take today. Give yourself permission to be strong. Sweat. Struggle. And then ask for more. You've got this. adidas.com/i_got_this?grid=true","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1027599580596294/?type=3","https://www.facebook.com/adidas/posts/1027599580596294:0","2015-11-23T18:01:01+0000","photo","Timeline Photos","182162001806727_1027599580596294","36","769","NONE","764","False","False","ranked","59","False","",""
"Created for Rio. Ready to take on the world.  Next year belongs to Errejota.","https://www.facebook.com/adidas/videos/1025827207440198/","https://www.facebook.com/adidas/videos/1025827207440198/","2015-11-19T11:00:51+0000","video","adidas: Errejota - Ready for Rio","182162001806727_1025827207440198","178","993","NONE","992","False","False","ranked","54","False","",""
"You've earned your stripes. Now show them with pride.  Today we celebrate adidas Tracksuit Day.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1020215888001330/?type=3","https://www.facebook.com/adidas/posts/1020215888001330:0","2015-11-06T16:00:13+0000","photo","Timeline Photos","182162001806727_1020215888001330","23","872","NONE","871","False","False","ranked","83","False","",""
"Suit up and show your stripes.  Today we celebrate adidas Tracksuit Day.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1020081574681428/?type=3","https://www.facebook.com/adidas/posts/1020081574681428:0","2015-11-06T10:00:09+0000","photo","Timeline Photos","182162001806727_1020081574681428","64","1449","NONE","1441","False","False","ranked","68","False","",""
"For creators. By creators. The future of performance innovation meets a true adidas Originals icon. This is Futurecraft Leather. Dropping Nov. 7 exclusively at Dover Street Market in New York, London and Tokyo.","https://www.facebook.com/adidas/photos/a.1019829458039973.1073741856.182162001806727/1019829464706639/?type=3","","2015-11-05T19:00:22+0000","photo","adidas: Futurecraft Leather","182162001806727_1019829464706639","134","474","NONE","464","False","False","ranked","30","False","",""
"An homage to a legend. A revolution in performance innovation.  Step into the future with Futurecraft Leather, a timeless icon seamlessly constructed from a single piece of milled leather.","https://www.facebook.com/adidas/videos/1019773164712269/","https://www.facebook.com/adidas/videos/1019773164712269/","2015-11-05T16:02:05+0000","video","","182162001806727_1019773164712269","223","965","NONE","963","False","False","ranked","47","False","",""
"A timeless icon built for the future, by the future. Stay tuned.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1019359591420293/?type=3","https://www.facebook.com/adidas/posts/1019359591420293:0","2015-11-04T16:00:07+0000","photo","Timeline Photos","182162001806727_1019359591420293","28","830","NONE","825","False","False","ranked","29","False","",""
"Back to back. The greatest team ever.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1017370818285837/?type=3","https://www.facebook.com/adidas/posts/1017370818285837:0","2015-10-31T17:49:02+0000","photo","Timeline Photos","182162001806727_1017370818285837","68","1066","NONE","1063","False","False","ranked","64","False","",""
"The perfect 10. One last time.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1017316348291284/?type=3","https://www.facebook.com/adidas/posts/1017316348291284:0","2015-10-31T15:00:15+0000","photo","Timeline Photos","182162001806727_1017316348291284","21","772","NONE","770","False","False","ranked","27","False","",""
"Limitless style for the bold.  adidas Originals x Kanye West YEEZY SEASON 1 available worldwide tomorrow.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1015982708424648/?type=3","https://www.facebook.com/adidas/posts/1015982708424648:0","2015-10-28T14:00:15+0000","photo","Timeline Photos","182162001806727_1015982708424648","21","662","NONE","660","False","False","ranked","52","False","",""
"History is in their hands.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1014302145259371/?type=3","https://www.facebook.com/adidas/posts/1014302145259371:0","2015-10-24T16:50:43+0000","photo","Timeline Photos","182162001806727_1014302145259371","11","672","NONE","671","False","False","ranked","38","False","",""
"Tomorrow's destiny is today's hard work. Take Today.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1014237155265870/?type=3","https://www.facebook.com/adidas/posts/1014237155265870:0","2015-10-24T14:00:14+0000","photo","Timeline Photos","182162001806727_1014237155265870","28","511","NONE","510","False","False","ranked","20","False","",""
"Make a move or move out of the way.  It's forever or never.","https://www.facebook.com/adidas/videos/1012847428738176/","https://www.facebook.com/adidas/videos/1012847428738176/","2015-10-21T14:01:21+0000","video","","182162001806727_1012847428738176","247","794","NONE","793","False","False","ranked","45","False","",""
"Your dream. Your freedom. Claim it.","https://www.facebook.com/adidas/videos/1012483385441247/","https://www.facebook.com/adidas/videos/1012483385441247/","2015-10-20T15:31:21+0000","video","","182162001806727_1012483385441247","115","671","NONE","670","False","False","ranked","26","False","",""
"Nine titles and counting. Novak Djokovic takes Shanghai.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1011562658866653/?type=3","https://www.facebook.com/adidas/posts/1011562658866653:0","2015-10-18T10:38:09+0000","photo","Timeline Photos","182162001806727_1011562658866653","28","990","NONE","987","False","False","ranked","33","False","",""
"Absolute focus. Undeniable strength.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1009031332453119/?type=3","https://www.facebook.com/adidas/posts/1009031332453119:0","2015-10-12T14:00:16+0000","photo","Timeline Photos","182162001806727_1009031332453119","47","1732","NONE","1729","False","False","ranked","51","False","",""
"Today we run Chicago.  Prove yourself and attack the city.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1008549349167984/?type=3","https://www.facebook.com/adidas/posts/1008549349167984:0","2015-10-11T11:05:31+0000","photo","Timeline Photos","182162001806727_1008549349167984","19","853","NONE","852","False","False","ranked","16","False","",""
"3D-printed performance footwear. This is Futurecraft 3D.  Take a sneak peek at the future of running.","https://www.facebook.com/adidas/videos/1007004639322455/","https://www.facebook.com/adidas/videos/1007004639322455/","2015-10-07T15:02:09+0000","video","","182162001806727_1007004639322455","408","1366","NONE","1361","False","False","ranked","66","False","",""
"We signed the league, now the leagues best.  Welcome, Sidney Crosby.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1006767439346175/?type=3","https://www.facebook.com/adidas/posts/1006767439346175:0","2015-10-06T23:26:29+0000","photo","Timeline Photos","182162001806727_1006767439346175","10","448","NONE","447","False","False","ranked","19","False","",""
"The wait is over. Welcome, James Harden.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1004564866233099/?type=3","https://www.facebook.com/adidas/posts/1004564866233099:0","2015-10-01T15:45:09+0000","photo","Timeline Photos","182162001806727_1004564866233099","282","3128","NONE","3121","False","False","ranked","329","False","",""
"A dream full of every colour under the rainbow.  Lizzie Armitstead is the Champion of the World.","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1002775793078673/?type=3","https://www.facebook.com/adidas/posts/1002775793078673:0","2015-09-27T09:20:29+0000","photo","Timeline Photos","182162001806727_1002775793078673","27","742","NONE","738","False","False","ranked","59","False","",""
"Recycle your boots. Reimagine your game.  A new breed of reusable football sportswear is on its way. Create your dream products from the old with a waste-free, customisable process that guarantees you'll never wear old boots again. Watch this space...","https://www.facebook.com/adidas/photos/a.191308754225385.42450.182162001806727/1001550209867898/?type=3","https://www.facebook.com/adidas/posts/1001550209867898:0","2015-09-24T09:00:04+0000","photo","Timeline Photos","182162001806727_1001550209867898","462","2669","NONE","2664","False","False","ranked","66","False","",""
"Without sweat, there is no victory. It's forever or never.","https://www.facebook.com/adidas/videos/1001191433237109/","https://www.facebook.com/adidas/videos/1001191433237109/","2015-09-23T12:01:20+0000","video","adidas: Arthur Zanetti - It's Forever or Never","182162001806727_1001191433237109","2158","1770","NONE","1769","False","False","ranked","80","False","",""
"Today was a good Day.   Jason Day, world number one.","https://www.facebook.com/adidas/photos/a.781489568540631.1073741846.182162001806727/999753116714274/?type=3","https://www.facebook.com/adidas/posts/999753116714274:0","2015-09-20T22:40:25+0000","photo","Mobile Uploads","182162001806727_999753116714274","6","438","NONE","437","False","False","ranked","22","False","",""
